trip_string,counts
Belmont-Kew Gardens Hills,1
Windsor Terrace-Howard Beach,1
Kew Gardens Hills-Far Rockaway,1
Morris Heights-Woodhaven,1
Co-op City-Floral Park,1
St. George-Red Hook,1
Borough Park-Rosebank,1
Riverdale-Whitestone,1
South Ozone Park-West Brighton,1
Westerleigh-Willowbrook,1
West Brighton-John F. Kennedy International Airport,1
Van Nest-Flushing Meadows Corona Park,1
Country Club-Upper West Side,1
Borough Park-West Brighton,1
Pelham Gardens-Corona,1
Clason Point-Fieldston,1
Ferry Point Park-Howard Beach,1
Bronx Park-Country Club,1
Randall's Island-Baychester,1
West Farms-Briarwood,1
Fort Wadsworth-Gravesend,1
Red Hook-New Springville,1
Prince's Bay-Sheepshead Bay,1
Dyker Heights-Queens Village,1
College Point-Pelham Gardens,1
North Riverdale-Nolita,1
Green-Wood Cemetery-Stuyvesant Town,1
South Ozone Park-Marble Hill,1
Williamsbridge-Crotona Park,1
Crotona Park-Chinatown,1
Van Nest-Bushwick,1
Country Club-College Point,1
Vinegar Hill-Concord,1
St. Albans-Mount Hope,1
Todt Hill-Two Bridges,1
Mill Basin-Breezy Point,1
Hollis-Brownsville,1
Westerleigh-Greenpoint,1
Holliswood-NoHo,1
Woodlawn-Clason Point,1
Westchester Square-Sunset Park,1
Bronxdale-Bedford-Stuyvesant,1
Bronx Park-St. Albans,1
Spuyten Duyvil-Maspeth,1
Mount Hope-Canarsie,1
Flatbush-Fresh Meadows,1
Woodlawn-Claremont Village,1
Gravesend-Clifton,1
Fort Hamilton-Mount Hope,1
Astoria-Eltingville,1
Sunset Park-Richmondtown,1
Soundview-Bensonhurst,1
Fort Hamilton-Rossville,1
Randall Manor-Lower East Side,1
South Beach-Westerleigh,1
Rego Park-New Springville,1
Two Bridges-Stapleton,1
Sheepshead Bay-Mount Hope,1
Bayside-Prospect Park,1
Bergen Beach-Manhattan Beach,1
Midland Beach-Castleton Corners,1
Sheepshead Bay-Mount Eden,1
Whitestone-Ozone Park,1
Tompkinsville-Lower East Side,1
Oakwood-Rossville,1
Cypress Hills-Westerleigh,1
Bensonhurst-Midland Beach,1
Rosedale-Brighton Beach,1
Park Hill-Cobble Hill,1
Sheepshead Bay-Grant City,1
Flushing-Rikers Island,1
Parkchester-Briarwood,1
Carroll Gardens-Silver Lake,1
Van Cortlandt Park-Windsor Terrace,1
Van Cortlandt Park-Richmond Hill,1
Throgs Neck-Greenwich Village,1
Bayside-Bensonhurst,1
Maspeth-Manhattan Beach,1
Clinton Hill-New Brighton,1
Pelham Bay Park-Long Island City,1
Port Morris-West Brighton,1
Woodside-Rosebank,1
Morningside Heights-Belle Harbor,1
Clason Point-Rego Park,1
Sheepshead Bay-Van Nest,1
Glendale-Pelham Bay,1
Brooklyn Heights-New Brighton,1
South Beach-Gramercy,1
Plum Beach-Rego Park,1
Freshkills Park-Concord,1
Whitestone-Morningside Heights,1
South Ozone Park-Country Club,1
Clifton-Rosebank,1
Baychester-Jackson Heights,1
Oakwood-West Brighton,1
Throgs Neck-Fieldston,1
New Springville-Oakwood,1
Little Italy-New Dorp Beach,1
Jamaica Estates-Red Hook,1
Jamaica Hills-Carroll Gardens,1
Jamaica Bay-Midwood,1
Jamaica Estates-Throgs Neck,1
Charleston-Murray Hill,1
Highbridge-Jamaica Hills,1
South Slope-Spuyten Duyvil,1
Brownsville-Rosebank,1
Emerson Hill-Sheepshead Bay,1
Edgemere-Kips Bay,1
Clason Point-Gramercy,1
St. Albans-Flatlands,1
Far Rockaway-Cypress Hills,1
Clifton-New Springville,1
Windsor Terrace-Bronx Park,1
Kew Gardens Hills-Country Club,1
Sunset Park-Bloomfield,1
Gowanus-Arverne,1
Mill Basin-East Harlem,1
Bellerose-Fort Hamilton,1
Astoria-Sea Gate,1
Far Rockaway-Nolita,1
Clason Point-Jamaica,1
Great Kills-Midland Beach,1
Douglaston-Cambria Heights,1
Stapleton-Midland Beach,1
Arverne-Baychester,1
Ridgewood-Douglaston,1
Woodrow-Sheepshead Bay,1
Forest Hills-Bull's Head,1
Prospect Heights-Country Club,1
St. George-Emerson Hill,1
Rosebank-Fort Hamilton,1
South Beach-Bronx Park,1
Tremont-Forest Hills,1
Freshkills Park-Long Island City,1
Bayside-Westchester Square,1
Broad Channel-Williamsbridge,1
New Brighton-Rossville,1
Westerleigh-Howland Hook,1
Sheepshead Bay-Little Neck,1
Kew Gardens-Woodlawn,1
Rosedale-Co-op City,1
Cobble Hill-Throgs Neck,1
Rockaway Beach-Bay Terrace,1
Marine Park-Midland Beach,1
Corona-Eltingville,1
Prospect-Lefferts Gardens-Bloomfield,1
Flushing Meadows Corona Park-Rikers Island,1
Concourse Village-Sunset Park,1
Rockaway Park-Morningside Heights,1
Bedford-Stuyvesant-Stapleton,1
Castleton Corners-Civic Center,1
Bensonhurst-Kingsbridge,1
Pelham Bay Park-Rego Park,1
Boerum Hill-Charleston,1
Gravesend-Pleasant Plains,1
Riverdale-Westchester Square,1
Cobble Hill-New Dorp Beach,1
Marble Hill-Gowanus,1
Kensington-Todt Hill,1
Hunts Point-North Brother Island,1
Bergen Beach-Downtown Brooklyn,1
Prospect Park-Glen Oaks,1
Long Island City-Charleston,1
Bloomfield-Freshkills Park,1
Freshkills Park-Lighthouse Hill,1
Morrisania-Middle Village,1
Richmond Hill-Belle Harbor,1
Windsor Terrace-University Heights,1
Grymes Hill-Lower East Side,1
Cunningham Park-Rego Park,1
Pleasant Plains-Hell's Kitchen,1
Westchester Square-Springfield Gardens,1
Hollis Hills-East New York,1
Morris Park-Bedford-Stuyvesant,1
Red Hook-Belmont,1
Ozone Park-Vinegar Hill,1
Mill Basin-South Ozone Park,1
Pelham Bay-Jamaica,1
DUMBO-Pleasant Plains,1
Cunningham Park-Elmhurst,1
Eastchester-Concourse,1
Arrochar-Elmhurst,1
Charleston-Hell's Kitchen,1
Throgs Neck-Crotona Park,1
Olinville-East New York,1
Bloomfield-Harlem,1
Sunset Park-Floral Park,1
Rossville-Arrochar,1
Civic Center-Charleston,1
Bronxdale-Spuyten Duyvil,1
Van Nest-Bath Beach,1
New Dorp Beach-Grymes Hill,1
South Beach-Eltingville,1
Washington Heights-Castleton Corners,1
Arrochar-Battery Park City,1
Williamsbridge-Jamaica Estates,1
Ditmars Steinway-Park Hill,1
West Brighton-Arrochar,1
Floyd Bennett Field-Concord,1
Bloomfield-Pleasant Plains,1
Prospect Park-Fresh Meadows,1
Parkchester-Rosedale,1
Allerton-Battery Park City,1
Douglaston-Laurelton,1
East Flatbush-Country Club,1
Olinville-Rosedale,1
DUMBO-New Springville,1
Westchester Square-Windsor Terrace,1
Bayside-Sheepshead Bay,1
Woodrow-Tribeca,1
Hollis Hills-Woodside,1
Roosevelt Island-Olinville,1
Bath Beach-Neponsit,1
Melrose-Bay Ridge,1
Corona-Woodlawn,1
Sheepshead Bay-Eltingville,1
Red Hook-Rossville,1
Parkchester-Boerum Hill,1
Cambria Heights-Mill Basin,1
Ozone Park-Glen Oaks,1
Concord-Howard Beach,1
Pelham Bay-Kew Gardens,1
Parkchester-South Beach,1
College Point-Sheepshead Bay,1
Springfield Gardens-Kingsbridge,1
Country Club-East Village,1
Prospect-Lefferts Gardens-Edenwald,1
Coney Island-Stuyvesant Town,1
Navy Yard-Rosedale,1
Westerleigh-LaGuardia Airport,1
Oakwood-East Village,1
Edenwald-Marble Hill,1
Sunset Park-Castle Hill,1
Carroll Gardens-Westerleigh,1
East Flatbush-Throgs Neck,1
Emerson Hill-Woodrow,1
Douglaston-East Harlem,1
Throgs Neck-East New York,1
NoHo-Bloomfield,1
East Morrisania-Bayside,1
Neponsit-Flatlands,1
Ditmars Steinway-Clifton,1
Little Italy-Broad Channel,1
Dyker Heights-Manhattan Beach,1
Willowbrook-Theater District,1
Westerleigh-Midland Beach,1
West Farms-Corona,1
Hunts Point-Boerum Hill,1
Bedford-Stuyvesant-City Island,1
Tompkinsville-Grymes Hill,1
Floral Park-Laurelton,1
East Harlem-Neponsit,1
Schuylerville-Battery Park City,1
Belmont-Rego Park,1
Claremont Village-Red Hook,1
City Island-Williamsbridge,1
South Beach-Borough Park,1
Schuylerville-Marble Hill,1
Rosedale-East Morrisania,1
Floyd Bennett Field-Bensonhurst,1
Westerleigh-Stapleton,1
Cunningham Park-Cypress Hills,1
Brooklyn Heights-Huguenot,1
Great Kills Park-LaGuardia Airport,1
Willowbrook-Lighthouse Hill,1
New Dorp Beach-Midtown,1
"Chelsea, Staten Island-Huguenot",1
Glen Oaks-Long Island City,1
Red Hook-Tremont,1
Van Cortlandt Park-Tremont,1
South Ozone Park-Stapleton,1
Edgemere-Financial District,1
Morris Park-Tribeca,1
Concourse-Hollis Hills,1
South Ozone Park-Castleton Corners,1
Rikers Island-Corona,1
Roosevelt Island-Breezy Point,1
Civic Center-Great Kills Park,1
Kew Gardens Hills-Unionport,1
Throgs Neck-Woodside,1
Cobble Hill-Arden Heights,1
Allerton-Cobble Hill,1
Claremont Village-Corona,1
Civic Center-Jamaica Bay,1
Morris Heights-Rockaway Beach,1
New Dorp Beach-Battery Park City,1
North Riverdale-Claremont Village,1
Arverne-Williamsburg,1
Rego Park-Mill Basin,1
Soundview-Howard Beach,1
Vinegar Hill-Norwood,1
Bayside-Mott Haven,1
Holliswood-Longwood,1
Briarwood-Schuylerville,1
Rockaway Beach-Sunset Park,1
Fieldston-Woodside,1
Ridgewood-Concourse Village,1
Brownsville-Spuyten Duyvil,1
Ozone Park-Hollis Hills,1
Fort Wadsworth-Mariners Harbor,1
Cunningham Park-Allerton,1
New Brighton-Shore Acres,1
Two Bridges-Hollis Hills,1
Bath Beach-Rossville,1
Inwood-Rockaway Park,1
Bensonhurst-Belmont,1
City Island-Park Slope,1
Fort Hamilton-Norwood,1
Fresh Meadows-Navy Yard,1
Bensonhurst-Bronxdale,1
Bay Terrace-Morningside Heights,1
Bath Beach-Park Hill,1
Allerton-Flushing Meadows Corona Park,1
"Flatbush-Chelsea, Staten Island",1
Pelham Bay Park-Boerum Hill,1
Schuylerville-West Village,1
Rosedale-Woodhaven,1
Bayswater-Douglaston,1
Far Rockaway-Flatiron District,1
Little Neck-Woodhaven,1
Corona-St. George,1
Schuylerville-East New York,1
North Riverdale-Clason Point,1
Mariners Harbor-Bensonhurst,1
Richmondtown-East Harlem,1
Co-op City-Castle Hill,1
Sheepshead Bay-Douglaston,1
Red Hook-Mount Hope,1
West Brighton-Clifton,1
Laurelton-Woodhaven,1
Cunningham Park-South Ozone Park,1
Pelham Gardens-Fieldston,1
Midwood-Castleton Corners,1
Norwood-Bayside,1
Brooklyn Heights-Broad Channel,1
Claremont Village-Hollis,1
Throgs Neck-Springfield Gardens,1
"Westerleigh-Chelsea, Staten Island",1
Broad Channel-Gramercy,1
Hollis-Claremont Village,1
Morris Heights-Prospect Heights,1
Parkchester-Mariners Harbor,1
Country Club-Columbia St,1
Cambria Heights-Nolita,1
Jamaica Estates-Prospect Park,1
Concourse Village-Columbia St,1
Prospect Park-Graniteville,1
Elmhurst-Tottenville,1
Springfield Gardens-Todt Hill,1
Flushing-City Island,1
Ferry Point Park-Flatiron District,1
Edgemere-Flushing Meadows Corona Park,1
West Farms-Bushwick,1
Charleston-Midtown,1
Great Kills-Oakwood,1
Edenwald-Westchester Square,1
South Ozone Park-Randall Manor,1
Spuyten Duyvil-Woodside,1
Ozone Park-Manhattan Beach,1
Springfield Gardens-Concourse Village,1
Belmont-Glendale,1
East New York-Concord,1
South Slope-Mariners Harbor,1
East Morrisania-East New York,1
Prospect-Lefferts Gardens-Richmondtown,1
Randall Manor-East Harlem,1
New Dorp Beach-Clinton Hill,1
Concord-Grymes Hill,1
Rossville-Hell's Kitchen,1
Little Neck-Astoria,1
Eltingville-Chelsea,1
Manhattan Beach-Floyd Bennett Field,1
St. George-Borough Park,1
Clinton Hill-Arden Heights,1
Bellerose-Glendale,1
North Riverdale-Corona,1
Glen Oaks-Bushwick,1
"Kew Gardens-Bay Terrace, Staten Island",1
Briarwood-Fieldston,1
Liberty Island-Brooklyn Heights,1
Bensonhurst-Springfield Gardens,1
Central Park-Edgemere,1
Pelham Gardens-Greenwich Village,1
Morningside Heights-Shore Acres,1
Oakwood-Gramercy,1
Baychester-Bronx Park,1
Morris Heights-Bay Terrace,1
Westerleigh-Arden Heights,1
Columbia St-Fort Wadsworth,1
Belle Harbor-Bedford-Stuyvesant,1
Melrose-Woodhaven,1
Co-op City-Corona,1
Pelham Bay-Chinatown,1
Silver Lake-East Harlem,1
Jackson Heights-Eastchester,1
St. Albans-Williamsbridge,1
Highbridge-NoHo,1
Whitestone-Boerum Hill,1
Tremont-Red Hook,1
Rockaway Beach-Neponsit,1
Nolita-Willowbrook,1
Brownsville-Roosevelt Island,1
Concord-Great Kills Park,1
West Brighton-Lower East Side,1
Briarwood-Bronx Park,1
Inwood-Castleton Corners,1
South Beach-Tottenville,1
Stapleton-Theater District,1
Midwood-Fresh Meadows,1
Mott Haven-Oakwood,1
Gowanus-Rosebank,1
Rockaway Park-East New York,1
Silver Lake-South Beach,1
Borough Park-Port Richmond,1
Gowanus-Tremont,1
Oakwood-Graniteville,1
Flushing Meadows Corona Park-Schuylerville,1
Westchester Square-East Flatbush,1
Arrochar-Longwood,1
Laurelton-Jamaica Hills,1
Coney Island-Mott Haven,1
South Beach-Theater District,1
Bull's Head-Richmondtown,1
Richmond Hill-Little Neck,1
Rosebank-West Brighton,1
Forest Hills-Pleasant Plains,1
Prospect Park-St. George,1
Co-op City-Rockaway Beach,1
East Morrisania-South Ozone Park,1
Jamaica Hills-Navy Yard,1
Clason Point-Kew Gardens,1
Mount Eden-Middle Village,1
Bay Ridge-Morrisania,1
Concord-Gowanus,1
Concord-Boerum Hill,1
Marble Hill-Elmhurst,1
Edgemere-Astoria,1
Maspeth-Olinville,1
Woodlawn-Tribeca,1
Baychester-Civic Center,1
Bushwick-Baychester,1
Emerson Hill-New Springville,1
Park Hill-Harlem,1
East Morrisania-Rego Park,1
Douglaston-Hell's Kitchen,1
Sunset Park-Baychester,1
Jackson Heights-Country Club,1
Mount Hope-Carroll Gardens,1
Downtown Brooklyn-Ferry Point Park,1
Downtown Brooklyn-Plum Beach,1
East New York-West Brighton,1
Park Hill-Theater District,1
Bergen Beach-Central Park,1
Prince's Bay-Huguenot,1
Bayswater-East New York,1
Concourse Village-Marine Park,1
Coney Island-Rego Park,1
Carroll Gardens-Schuylerville,1
Cunningham Park-Greenpoint,1
City Island-Upper West Side,1
Cunningham Park-Corona,1
Brighton Beach-Roosevelt Island,1
Manhattan Beach-Gowanus,1
Morrisania-Boerum Hill,1
Ridgewood-Allerton,1
Longwood-Midwood,1
Central Park-Freshkills Park,1
Van Nest-Bedford-Stuyvesant,1
Claremont Village-Forest Hills,1
Nolita-Howland Hook,1
Bull's Head-Park Slope,1
Holliswood-Laurelton,1
Sunset Park-Mount Hope,1
Kew Gardens Hills-Morris Park,1
Richmond Hill-Belmont,1
Flatbush-Plum Beach,1
Canarsie-Arden Heights,1
Randall's Island-Alley Pond Park,1
Jamaica Estates-Bronxdale,1
Arrochar-Gowanus,1
Bergen Beach-Castleton Corners,1
Fieldston-South Ozone Park,1
Windsor Terrace-Graniteville,1
Latourette Park-Oakwood,1
Prospect Park-Van Nest,1
Cobble Hill-Lighthouse Hill,1
Shore Acres-Ditmars Steinway,1
NoHo-New Brighton,1
Randall Manor-Nolita,1
East Elmhurst-Howland Hook,1
Willowbrook-Clifton,1
Midland Beach-Theater District,1
Green-Wood Cemetery-Vinegar Hill,1
Willowbrook-Graniteville,1
New Dorp-Upper West Side,1
Jamaica-Howland Hook,1
Little Neck-Ozone Park,1
Marine Park-Jackson Heights,1
Canarsie-Willowbrook,1
Cunningham Park-Central Park,1
Parkchester-Clifton,1
Castleton Corners-South Slope,1
South Ozone Park-Emerson Hill,1
Belmont-Woodside,1
Springfield Gardens-West Farms,1
Morris Heights-Douglaston,1
Elmhurst-Concord,1
Van Nest-Whitestone,1
Whitestone-Prospect-Lefferts Gardens,1
Marble Hill-East New York,1
Fordham-Prospect Park,1
"Bay Terrace, Staten Island-Castleton Corners",1
Kew Gardens Hills-Pelham Gardens,1
Castleton Corners-Mariners Harbor,1
South Slope-New Dorp,1
Co-op City-East New York,1
Cypress Hills-Pelham Bay,1
Fieldston-NoHo,1
Windsor Terrace-Flushing Meadows Corona Park,1
Hollis Hills-Concourse Village,1
Concord-Prince's Bay,1
Richmond Hill-Floyd Bennett Field,1
Windsor Terrace-Port Richmond,1
Great Kills-Mariners Harbor,1
Greenpoint-Jamaica Bay,1
Castleton Corners-Sunnyside,1
Woodhaven-Melrose,1
Claremont Village-Sunset Park,1
New Brighton-Midtown,1
Gravesend-St. George,1
Dyker Heights-Springfield Gardens,1
New Dorp Beach-Sunset Park,1
Bloomfield-Kensington,1
Flatlands-Mariners Harbor,1
University Heights-Rego Park,1
Fordham-Cobble Hill,1
Hollis-Greenpoint,1
Shore Acres-Carroll Gardens,1
Randall's Island-Brownsville,1
Glendale-Stuyvesant Town,1
Wakefield-South Ozone Park,1
Mott Haven-Hollis Hills,1
Co-op City-Williamsburg,1
Todt Hill-Hell's Kitchen,1
Fort Hamilton-Parkchester,1
Maspeth-West Brighton,1
Hunts Point-Lighthouse Hill,1
Gerritsen Beach-Gravesend,1
Flushing-Emerson Hill,1
Rego Park-Breezy Point,1
Two Bridges-New Brighton,1
Great Kills Park-Oakwood,1
Fort Hamilton-Broad Channel,1
Crotona Park-Jamaica,1
Arverne-Elmhurst,1
Bull's Head-NoHo,1
Concourse-Howard Beach,1
Alley Pond Park-SoHo,1
Kew Gardens Hills-Bayswater,1
Prospect-Lefferts Gardens-City Island,1
Concourse Village-Whitestone,1
Columbia St-Randall Manor,1
Woodhaven-Mount Hope,1
Morrisania-Bellerose,1
East Flatbush-Randall Manor,1
Rockaway Park-Bayside,1
Howard Beach-Arrochar,1
Glendale-Boerum Hill,1
Bergen Beach-Flatiron District,1
Bull's Head-Lower East Side,1
Coney Island-Claremont Village,1
Little Italy-Crotona Park,1
Washington Heights-Eltingville,1
Park Hill-Upper West Side,1
Forest Hills-Country Club,1
Bergen Beach-Brooklyn Heights,1
Inwood-Cambria Heights,1
East Morrisania-DUMBO,1
DUMBO-New Dorp Beach,1
Flatbush-Bronx Park,1
Jamaica Estates-Gowanus,1
Red Hook-Glen Oaks,1
Glendale-Soundview,1
Breezy Point-Greenwich Village,1
Latourette Park-Castleton Corners,1
Holliswood-Greenwich Village,1
Whitestone-Pelham Gardens,1
Navy Yard-Flushing Meadows Corona Park,1
Brownsville-Jamaica Hills,1
Prospect Park-Cambria Heights,1
Borough Park-Bull's Head,1
Mount Eden-Vinegar Hill,1
Huguenot-New Dorp Beach,1
Ozone Park-DUMBO,1
Flatbush-Silver Lake,1
Rego Park-Rossville,1
Liberty Island-LaGuardia Airport,1
Pelham Bay-Ridgewood,1
Morris Heights-Greenpoint,1
Rockaway Beach-Washington Heights,1
Highbridge-Cypress Hills,1
Mount Eden-Crown Heights,1
Howard Beach-Little Italy,1
Graniteville-Midtown,1
Spuyten Duyvil-Carroll Gardens,1
College Point-Port Morris,1
East Morrisania-Bushwick,1
Jamaica Estates-Bay Ridge,1
Prince's Bay-St. George,1
Glen Oaks-Central Park,1
Sunset Park-Tremont,1
Glen Oaks-Howard Beach,1
Green-Wood Cemetery-Cypress Hills,1
Bushwick-Arrochar,1
Highbridge-Holliswood,1
New Brighton-Greenwich Village,1
Midwood-Shore Acres,1
St. Albans-Bayside,1
Prince's Bay-Hell's Kitchen,1
East Flatbush-Bronxdale,1
Coney Island-Ridgewood,1
Far Rockaway-Wakefield,1
Cypress Hills-Claremont Village,1
Eastchester-Lower East Side,1
Floyd Bennett Field-Emerson Hill,1
Bensonhurst-Briarwood,1
Emerson Hill-Richmondtown,1
Rockaway Beach-Parkchester,1
South Slope-Midland Beach,1
Melrose-Windsor Terrace,1
East Morrisania-Flatbush,1
Sheepshead Bay-New Dorp Beach,1
Fort Wadsworth-New Dorp,1
Jamaica Estates-Williamsbridge,1
Crotona Park-North Riverdale,1
Alley Pond Park-Prospect Heights,1
Chinatown-Bloomfield,1
Westerleigh-Crown Heights,1
Prospect Park-Ferry Point Park,1
St. George-Dongan Hills,1
Mott Haven-Mariners Harbor,1
Morris Park-Jamaica,1
Green-Wood Cemetery-Navy Yard,1
Middle Village-Clason Point,1
Kensington-Randall's Island,1
Bedford-Stuyvesant-Glen Oaks,1
Claremont Village-Queens Village,1
Westerleigh-Hell's Kitchen,1
Marine Park-New Springville,1
Belle Harbor-Theater District,1
Mill Basin-Rockaway Beach,1
Schuylerville-Corona,1
Governors Island-Clinton Hill,1
Green-Wood Cemetery-Middle Village,1
Rockaway Beach-Greenpoint,1
Bayswater-Baychester,1
Rosebank-Midtown,1
Van Nest-North Riverdale,1
Bath Beach-Fordham,1
Canarsie-Far Rockaway,1
Mount Hope-City Island,1
"Clinton Hill-Chelsea, Staten Island",1
Dongan Hills-Canarsie,1
Springfield Gardens-Williamsbridge,1
Ferry Point Park-Astoria,1
College Point-Bronxdale,1
Rosedale-Eastchester,1
Co-op City-Richmond Hill,1
Edgemere-Park Slope,1
Ferry Point Park-Concourse,1
Grymes Hill-Middle Village,1
Woodhaven-Far Rockaway,1
Morris Park-Maspeth,1
Vinegar Hill-Bull's Head,1
Freshkills Park-Tribeca,1
Woodside-South Brother Island,1
Manhattan Beach-Fort Greene,1
South Beach-Emerson Hill,1
Fort Wadsworth-Chelsea,1
Navy Yard-Briarwood,1
East Morrisania-Jamaica,1
Hunts Point-Stuyvesant Town,1
Gravesend-Kew Gardens,1
Cypress Hills-University Heights,1
University Heights-City Island,1
Douglaston-Sheepshead Bay,1
Midwood-Schuylerville,1
Graniteville-Upper West Side,1
Spuyten Duyvil-Bronx Park,1
Midwood-Castle Hill,1
Kew Gardens-Coney Island,1
Baychester-Bedford-Stuyvesant,1
Soundview-Bay Ridge,1
East Flatbush-Broad Channel,1
Laurelton-Bayside,1
Holliswood-Rego Park,1
Rockaway Beach-Crown Heights,1
Spuyten Duyvil-Westchester Square,1
Huguenot-Midtown,1
Floyd Bennett Field-Corona,1
Pelham Bay Park-Sunset Park,1
Gravesend-Fort Wadsworth,1
Plum Beach-Williamsburg,1
Mount Hope-Civic Center,1
Baychester-Greenwich Village,1
Richmond Hill-Melrose,1
St. Albans-Downtown Brooklyn,1
Washington Heights-Belle Harbor,1
Douglaston-Civic Center,1
Randall Manor-Springfield Gardens,1
Arrochar-Port Richmond,1
Harlem-Jamaica Bay,1
Red Hook-Claremont Village,1
Bloomfield-Gravesend,1
Fort Hamilton-Concourse Village,1
Hunts Point-Sunnyside,1
Woodside-Tottenville,1
Gramercy-Governors Island,1
Cambria Heights-Flushing Meadows Corona Park,1
Crotona Park-Astoria,1
Bayswater-Inwood,1
South Beach-Financial District,1
Breezy Point-SoHo,1
Olinville-Jamaica,1
Fordham-Little Italy,1
Hollis Hills-Murray Hill,1
Greenpoint-Bayswater,1
Pelham Bay-Park Slope,1
Rosebank-Hell's Kitchen,1
Borough Park-Throgs Neck,1
Sunset Park-Wakefield,1
Dongan Hills-New Dorp Beach,1
Morris Park-Floral Park,1
Laurelton-Woodside,1
Glendale-Columbia St,1
Plum Beach-Bensonhurst,1
Inwood-Bath Beach,1
Rego Park-West Brighton,1
Grymes Hill-Randall Manor,1
Graniteville-Tribeca,1
Williamsbridge-Tribeca,1
Bedford-Stuyvesant-Ferry Point Park,1
Canarsie-Eltingville,1
Boerum Hill-Hollis Hills,1
Forest Park-Civic Center,1
Floral Park-Harlem,1
Bayswater-Canarsie,1
Ditmars Steinway-Emerson Hill,1
Randall's Island-Edgemere,1
Schuylerville-Clinton Hill,1
Jamaica Estates-Prospect-Lefferts Gardens,1
College Point-Holliswood,1
Cunningham Park-Alley Pond Park,1
Morris Heights-Glendale,1
Stapleton-Harlem,1
Fieldston-Forest Hills,1
Allerton-Sheepshead Bay,1
Baychester-Canarsie,1
New Brighton-Jamaica Hills,1
Columbia St-University Heights,1
Bath Beach-Longwood,1
Bay Ridge-Allerton,1
Marine Park-South Slope,1
Rockaway Park-Bushwick,1
Inwood-West Brighton,1
Fieldston-Flushing,1
Co-op City-Spuyten Duyvil,1
New Brighton-Todt Hill,1
St. George-Kensington,1
Gowanus-University Heights,1
Brooklyn Heights-Edgemere,1
Manhattan Beach-Flatiron District,1
Morris Heights-Flushing Meadows Corona Park,1
Astoria-Stapleton,1
West Farms-Edgemere,1
Bergen Beach-Schuylerville,1
Cunningham Park-Chinatown,1
Charleston-Bensonhurst,1
Edenwald-Country Club,1
Lighthouse Hill-Battery Park City,1
Huguenot-Prince's Bay,1
Neponsit-Floyd Bennett Field,1
Elmhurst-Ferry Point Park,1
Concourse-Bensonhurst,1
Fresh Meadows-East Flatbush,1
Little Neck-Clinton Hill,1
Randall Manor-New Springville,1
Bay Ridge-Tremont,1
"Downtown Brooklyn-Chelsea, Staten Island",1
Governors Island-Sheepshead Bay,1
Washington Heights-Willowbrook,1
Castleton Corners-Murray Hill,1
Wakefield-Crotona Park,1
Cunningham Park-Little Neck,1
Todt Hill-Brooklyn Heights,1
Glendale-Hollis Hills,1
Van Cortlandt Park-Arverne,1
Columbia St-Bayswater,1
Brooklyn Heights-New Dorp Beach,1
South Ozone Park-Hunts Point,1
Mill Basin-Huguenot,1
University Heights-Little Neck,1
Little Neck-Parkchester,1
Morningside Heights-Richmondtown,1
Little Neck-Greenpoint,1
Claremont Village-Country Club,1
Bushwick-Glen Oaks,1
Fresh Meadows-Kensington,1
Kensington-Castle Hill,1
Hunts Point-Crown Heights,1
College Point-Windsor Terrace,1
Tremont-Greenpoint,1
Brighton Beach-Rosedale,1
Hollis-Morris Park,1
Middle Village-DUMBO,1
Graniteville-LaGuardia Airport,1
Morris Park-Greenpoint,1
Woodside-New Dorp,1
Rikers Island-Bay Terrace,1
Governors Island-Boerum Hill,1
Forest Park-Parkchester,1
"Chelsea, Staten Island-Boerum Hill",1
Cunningham Park-Fordham,1
Concord-South Slope,1
Woodlawn-Castle Hill,1
South Beach-John F. Kennedy International Airport,1
Stapleton-Oakwood,1
Edenwald-Williamsburg,1
Marine Park-Parkchester,1
Brownsville-Manhattan Beach,1
Clinton Hill-Plum Beach,1
Morris Heights-St. Albans,1
East Harlem-Bloomfield,1
Morris Park-Laurelton,1
Great Kills-John F. Kennedy International Airport,1
Concourse-Bath Beach,1
University Heights-Sheepshead Bay,1
Bergen Beach-Gramercy,1
Red Hook-Cambria Heights,1
Rikers Island-Gramercy,1
Cypress Hills-East Morrisania,1
Port Richmond-Stapleton,1
Bushwick-Country Club,1
Little Italy-Fort Wadsworth,1
West Brighton-Hell's Kitchen,1
Spuyten Duyvil-Prospect Heights,1
Red Hook-Bronxdale,1
Plum Beach-South Ozone Park,1
East Morrisania-Van Cortlandt Park,1
Alley Pond Park-Glen Oaks,1
West Farms-East Elmhurst,1
New Brighton-Sunnyside,1
Cambria Heights-Kingsbridge,1
Kew Gardens Hills-Melrose,1
Flushing Meadows Corona Park-St. George,1
University Heights-Two Bridges,1
Norwood-Maspeth,1
Plum Beach-Jamaica Hills,1
Randall's Island-Williamsbridge,1
Soundview-Boerum Hill,1
Queens Village-Allerton,1
Ferry Point Park-Forest Park,1
College Point-Eastchester,1
Rockaway Park-Cobble Hill,1
Jackson Heights-New Brighton,1
Kensington-West Brighton,1
DUMBO-West Farms,1
Baychester-Bensonhurst,1
Gerritsen Beach-Jamaica,1
Gerritsen Beach-Plum Beach,1
Hollis Hills-Astoria,1
Floral Park-South Ozone Park,1
Flushing-Floyd Bennett Field,1
North Brother Island-Mott Haven,1
Breezy Point-Jamaica,1
Mariners Harbor-Prospect-Lefferts Gardens,1
